,0,1,2,3,4,5,6,7,8,9,
1,0,0,0,0,3,80,17,0,0,0,2
1,0,0,0,0,4,80,16,0,0,0,2
1,0,0,0,0,5,80,15,0,0,0,2
1,0,0,0,0,6,80,14,0,0,0,2
1,0,0,0,0,7,80,13,0,0,0,2
1,0,0,0,0,8,80,12,0,0,0,2
1,0,0,0,0,9,80,11,0,0,0,2
1,0,0,0,0,10,80,10,0,0,0,2
1,0,0,0,0,11,80,9,0,0,0,2
1,0,0,0,0,12,80,8,0,0,0,2
1,0,0,0,0,13,80,7,0,0,0,2
1,0,0,0,0,14,80,6,0,0,0,2
1,0,0,0,0,15,80,5,0,0,0,2
1,0,0,0,0,16,80,4,0,0,0,2
1,0,0,0,0,17,80,3,0,0,0,2
1,0,0,0,0,18,80,2,0,0,0,2
1,0,0,0,0,19,80,1,0,0,0,2
1,0,0,0,0,40,59,1,0,0,0,2
1,0,0,0,0,40,58,2,0,0,0,2
1,0,0,0,0,40,57,3,0,0,0,2
1,0,0,0,0,40,56,4,0,0,0,2
1,0,0,0,0,40,55,5,0,0,0,2
1,0,0,0,0,40,54,6,0,0,0,2
1,0,0,0,0,40,53,7,0,0,0,2
1,0,0,0,0,40,52,8,0,0,0,2
1,0,0,0,0,40,51,9,0,0,0,2
1,0,0,0,0,40,50,10,0,0,0,2
1,0,0,0,0,40,49,11,0,0,0,2
1,0,0,0,0,40,48,12,0,0,0,2
1,0,0,0,0,40,47,13,0,0,0,2
1,0,0,0,0,40,46,14,0,0,0,2
1,0,0,0,0,40,45,15,0,0,0,2
1,0,0,0,0,40,44,16,0,0,0,2
1,0,0,0,0,40,43,17,0,0,0,2
1,0,0,0,0,40,41,19,0,0,0,2
1,0,0,0,0,40,40,20,0,0,0,2
1,0,0,0,0,39,40,21,0,0,0,2
1,0,0,0,0,38,40,22,0,0,0,2
1,0,0,0,0,37,40,23,0,0,0,2
1,0,0,0,0,36,40,24,0,0,0,2
1,0,0,0,0,35,40,25,0,0,0,2
1,0,0,0,0,34,40,26,0,0,0,2
1,0,0,0,0,33,40,27,0,0,0,2
1,0,0,0,0,32,40,28,0,0,0,2
1,0,0,0,0,31,40,29,0,0,0,2
1,0,0,0,0,30,40,30,0,0,0,2
1,0,0,0,0,29,40,31,0,0,0,2
1,0,0,0,0,28,40,32,0,0,0,2
1,0,0,0,0,27,40,33,0,0,0,2
1,0,0,0,0,26,40,34,0,0,0,2
1,0,0,0,0,25,40,35,0,0,0,2
1,0,0,0,0,24,40,36,0,0,0,2
1,0,0,0,0,23,40,37,0,0,0,2
1,0,0,0,0,22,40,38,0,0,0,2
1,0,0,0,0,21,40,39,0,0,0,2
1,0,0,0,0,20,40,40,0,0,0,2
1,0,0,0,0,19,40,41,0,0,0,2
1,0,0,0,0,18,40,42,0,0,0,2
1,0,0,0,0,17,40,43,0,0,0,2
1,0,0,0,0,16,40,44,0,0,0,2
1,0,0,0,0,15,40,45,0,0,0,2
1,0,0,0,0,14,40,46,0,0,0,2
1,0,0,0,0,13,40,47,0,0,0,2
1,0,0,0,0,12,40,48,0,0,0,2
1,0,0,0,0,11,40,49,0,0,0,2
1,0,0,0,0,10,40,50,0,0,0,0
1,0,0,0,0,9,40,51,0,0,0,0
1,0,0,0,0,8,40,52,0,0,0,0
1,0,0,0,0,7,40,53,0,0,0,0
1,0,0,0,0,6,40,54,0,0,0,0
1,0,0,0,0,5,40,55,0,0,0,0
1,0,0,0,0,4,40,56,0,0,0,0
1,0,0,0,0,3,40,57,0,0,0,0
1,0,0,0,0,2,40,58,0,0,0,0
1,0,0,0,0,1,40,59,0,0,0,0
1,0,0,0,0,0,3,58,39,0,0,0
1,0,0,0,0,0,5,56,39,0,0,0
1,0,0,0,0,0,6,55,39,0,0,0
1,0,0,0,0,0,7,54,39,0,0,0
1,0,0,0,0,0,8,53,39,0,0,0
1,0,0,0,0,0,9,52,39,0,0,0
1,0,0,0,0,0,10,51,39,0,0,0
1,0,0,0,0,0,11,50,39,0,0,0
1,0,0,0,0,0,12,49,39,0,0,0
1,0,0,0,0,0,13,48,39,0,0,0
1,0,0,0,0,0,14,47,39,0,0,0
1,0,0,0,0,0,15,46,39,0,0,0
1,0,0,0,0,0,16,45,39,0,0,0
1,0,0,0,0,0,17,44,39,0,0,0
1,0,0,0,0,0,18,43,39,0,0,0
1,0,0,0,0,0,19,42,39,0,0,0
1,0,0,0,0,0,20,41,39,0,0,0
1,0,0,0,0,0,21,40,39,0,0,0
1,0,0,0,0,0,22,39,39,0,0,0
1,0,0,0,0,0,23,38,39,0,0,0
1,0,0,0,0,0,24,38,38,0,0,0
1,0,0,0,0,0,25,38,37,0,0,0
1,0,0,0,0,0,26,38,36,0,0,0
1,0,0,0,0,0,27,38,35,0,0,0
1,0,0,0,0,0,28,38,34,0,0,0
1,0,0,0,0,0,29,38,33,0,0,0
1,0,0,0,0,0,30,38,32,0,0,0
1,0,0,0,0,0,31,38,31,0,0,0
1,0,0,0,0,0,32,38,30,0,0,0
1,0,0,0,0,0,33,38,29,0,0,0
1,0,0,0,0,0,34,38,28,0,0,0
1,0,0,0,0,0,35,38,27,0,0,0
1,0,0,0,0,0,36,38,26,0,0,0
1,0,0,0,0,0,37,38,25,0,0,0
1,0,0,0,0,0,38,38,24,0,0,0
1,0,0,0,0,0,39,38,23,0,0,2
1,0,0,0,0,0,40,38,22,0,0,2
1,0,0,0,0,0,41,38,21,0,0,2
1,0,0,0,1,0,41,38,20,0,0,2
1,0,0,0,2,0,41,38,19,0,0,2
1,0,0,0,3,0,41,38,18,0,0,2
1,0,0,0,4,0,41,38,17,0,0,2
1,0,0,0,5,0,41,38,16,0,0,2
1,0,0,0,6,0,41,38,15,0,0,2
1,0,0,0,7,0,41,38,14,0,0,2
1,0,0,0,8,0,41,38,13,0,0,2
1,0,0,0,9,0,41,38,12,0,0,2
1,0,0,0,10,0,41,38,11,0,0,2
1,0,0,0,11,0,41,38,10,0,0,2
1,0,0,0,12,0,41,38,9,0,0,2
1,0,0,0,13,0,41,38,8,0,0,2
1,0,0,0,14,0,41,38,7,0,0,2
1,0,0,0,15,0,41,38,6,0,0,2
1,0,0,0,16,0,41,38,5,0,0,2
1,0,0,0,17,0,41,38,4,0,0,2
1,0,0,0,18,0,41,38,3,0,0,2
1,0,0,0,19,0,41,38,2,0,0,2
1,0,0,0,20,0,41,38,1,0,0,2
1,0,0,0,21,0,41,38,0,0,0,2
1,0,0,0,22,0,41,37,0,0,0,2
1,0,0,0,23,0,41,36,0,0,0,2
1,0,0,0,24,0,41,35,0,0,0,2
1,0,0,0,25,0,41,34,0,0,0,2
1,0,0,0,26,0,41,33,0,0,0,2
1,0,0,0,27,0,41,32,0,0,0,2
1,0,0,0,28,0,41,31,0,0,0,2
1,0,0,0,29,0,41,30,0,0,0,2
1,0,0,0,30,0,41,29,0,0,0,2
1,0,0,0,31,0,41,28,0,0,0,2
1,0,0,0,32,0,41,27,0,0,0,2
1,0,0,0,33,0,41,26,0,0,0,2
1,0,0,0,34,0,41,25,0,0,0,2
1,0,0,0,35,0,41,24,0,0,0,2
1,0,0,0,36,0,41,23,0,0,0,2
1,0,0,0,37,0,41,22,0,0,0,2
1,0,0,0,38,0,41,21,0,0,0,2
1,0,0,0,39,0,41,20,0,0,0,2
1,0,0,0,40,0,41,19,0,0,0,2
1,0,0,0,41,0,41,18,0,0,0,0
1,0,0,0,42,0,41,17,0,0,0,0
1,0,0,0,43,0,41,16,0,0,0,0
1,0,0,0,44,0,41,15,0,0,0,0
1,0,0,0,45,0,41,14,0,0,0,0
1,0,0,0,46,0,41,13,0,0,0,0
1,0,0,0,47,0,41,12,0,0,0,0
1,0,0,0,48,0,41,11,0,0,0,0
1,0,0,0,49,0,41,10,0,0,0,0
1,0,0,0,50,0,41,9,0,0,0,0
1,0,0,0,51,0,41,8,0,0,0,0
1,0,0,0,52,0,41,7,0,0,0,0
1,0,0,0,53,0,41,6,0,0,0,0
1,0,0,0,54,0,41,5,0,0,0,0
1,0,0,0,55,0,41,4,0,0,0,0
1,0,0,0,56,0,41,3,0,0,0,0
1,0,0,0,57,0,41,2,0,0,0,0
1,0,0,0,58,0,41,1,0,0,0,0
1,0,0,0,61,0,39,0,0,0,0,0
1,0,0,0,62,0,38,0,0,0,0,0
1,0,0,0,63,0,37,0,0,0,0,0
1,0,0,0,64,0,36,0,0,0,0,0
1,0,0,0,65,0,35,0,0,0,0,0
1,0,0,0,66,0,34,0,0,0,0,0
1,0,0,0,67,0,33,0,0,0,0,0
1,0,0,0,68,0,32,0,0,0,0,0
1,0,0,0,69,0,31,0,0,0,0,0
1,0,0,0,70,0,30,0,0,0,0,0
1,0,0,0,71,0,29,0,0,0,0,0
1,0,0,0,72,0,28,0,0,0,0,0
1,0,0,0,73,0,27,0,0,0,0,0
1,0,0,0,74,0,26,0,0,0,0,0
1,0,0,0,75,0,25,0,0,0,0,0
1,0,0,0,76,0,24,0,0,0,0,0
1,0,0,0,77,0,23,0,0,0,0,0
1,0,0,0,78,0,22,0,0,0,0,0
1,0,0,0,79,0,21,0,0,0,0,0
1,0,0,0,80,0,20,0,0,0,0,0
1,0,0,0,81,0,19,0,0,0,0,0
1,0,0,0,82,0,18,0,0,0,0,0
1,0,0,0,83,0,17,0,0,0,0,0
1,0,0,0,84,0,16,0,0,0,0,0
1,0,0,0,85,0,15,0,0,0,0,0
1,0,0,0,86,0,14,0,0,0,0,0
1,0,0,0,87,0,13,0,0,0,0,0
1,0,0,0,88,0,12,0,0,0,0,0
1,0,0,0,89,0,11,0,0,0,0,0
1,0,0,0,90,0,10,0,0,0,0,0
1,0,0,0,91,0,9,0,0,0,0,0
1,0,0,0,92,0,8,0,0,0,0,0
1,0,0,0,93,0,7,0,0,0,0,0
1,0,0,0,94,0,6,0,0,0,0,0
1,0,0,0,95,0,5,0,0,0,0,0
1,0,0,0,96,0,4,0,0,0,0,0
1,0,0,0,97,0,3,0,0,0,0,0
1,0,0,0,98,0,2,0,0,0,0,0
1,0,0,0,99,0,1,0,0,0,0,0
1,0,0,0,62,0,37,1,0,0,0,0
1,0,0,0,61,0,37,2,0,0,0,0
1,0,0,0,60,0,37,3,0,0,0,0
1,0,0,0,59,0,37,4,0,0,0,0
1,0,0,0,58,0,37,5,0,0,0,0
1,0,0,0,57,0,37,6,0,0,0,0
1,0,0,0,56,0,37,7,0,0,0,0
1,0,0,0,55,0,37,8,0,0,0,0
1,0,0,0,54,0,37,9,0,0,0,0
1,0,0,0,53,0,37,10,0,0,0,0
1,0,0,0,52,0,37,11,0,0,0,0
1,0,0,0,51,0,37,12,0,0,0,0
1,0,0,0,50,0,37,13,0,0,0,0
1,0,0,0,49,0,37,14,0,0,0,0
1,0,0,0,48,0,37,15,0,0,0,0
1,0,0,0,47,0,37,16,0,0,0,0
1,0,0,0,46,0,37,17,0,0,0,0
1,0,0,0,45,0,37,18,0,0,0,0
1,0,0,0,44,0,37,19,0,0,0,0
1,0,0,0,43,0,37,20,0,0,0,0
1,0,0,0,42,0,37,21,0,0,0,0
1,0,0,0,41,0,37,22,0,0,0,0
1,0,0,0,40,0,37,23,0,0,0,0
1,0,0,0,39,0,37,24,0,0,0,0
1,0,0,0,38,0,37,25,0,0,0,0
1,0,0,0,37,0,37,26,0,0,0,0
1,0,0,0,36,0,37,27,0,0,0,2
1,0,0,0,35,0,37,28,0,0,0,2
1,0,0,0,34,0,37,29,0,0,0,2
1,0,0,0,33,0,37,30,0,0,0,2
1,0,0,0,32,0,37,31,0,0,0,2
1,0,0,0,31,0,37,32,0,0,0,2
1,0,0,0,30,0,37,33,0,0,0,2
1,0,0,0,29,0,37,34,0,0,0,2
1,0,0,0,28,0,37,35,0,0,0,2
1,0,0,0,27,0,37,36,0,0,0,2
1,0,0,0,26,0,37,37,0,0,0,0
1,0,0,0,25,0,37,38,0,0,0,0
1,0,0,0,24,0,37,39,0,0,0,0
1,0,0,0,23,0,37,40,0,0,0,0
1,0,0,0,22,0,37,41,0,0,0,0
1,0,0,0,21,0,37,42,0,0,0,0
1,0,0,0,20,0,37,43,0,0,0,0
1,0,0,0,19,0,37,44,0,0,0,0
1,0,0,0,18,0,37,45,0,0,0,0
1,0,0,0,17,0,37,46,0,0,0,0
1,0,0,0,16,0,37,47,0,0,0,0
1,0,0,0,15,0,37,48,0,0,0,0
1,0,0,0,14,0,37,49,0,0,0,0
1,0,0,0,13,0,37,50,0,0,0,0
1,0,0,0,12,0,37,51,0,0,0,0
1,0,0,0,11,0,37,52,0,0,0,0
1,0,0,0,10,0,37,53,0,0,0,0
1,0,0,0,9,0,37,54,0,0,0,0
1,0,0,0,8,0,37,55,0,0,0,0
1,0,0,0,7,0,37,56,0,0,0,0
1,0,0,0,6,0,37,57,0,0,0,0
1,0,0,0,5,0,37,58,0,0,0,0
1,0,0,0,4,0,37,59,0,0,0,0
1,0,0,0,2,0,37,61,0,0,0,0
1,0,0,0,1,0,37,62,0,0,0,0
1,0,0,0,0,1,29,70,0,0,0,0
1,0,0,0,0,2,28,70,0,0,0,0
1,0,0,0,0,3,27,70,0,0,0,0
1,0,0,0,0,4,26,70,0,0,0,0
1,0,0,0,0,5,25,70,0,0,0,0
1,0,0,0,0,6,24,70,0,0,0,0
1,0,0,0,0,7,23,70,0,0,0,0
1,0,0,0,0,8,22,70,0,0,0,0
1,0,0,0,0,9,21,70,0,0,0,0
1,0,0,0,0,10,20,70,0,0,0,0
1,0,0,0,0,11,19,70,0,0,0,0
1,0,0,0,0,12,18,70,0,0,0,0
1,0,0,0,0,13,17,70,0,0,0,0
1,0,0,0,0,14,16,70,0,0,0,0
1,0,0,0,0,15,15,70,0,0,0,0
1,0,0,0,0,16,14,70,0,0,0,0
1,0,0,0,0,17,13,70,0,0,0,0
1,0,0,0,0,18,12,70,0,0,0,0
1,0,0,0,0,19,11,70,0,0,0,0
1,0,0,0,0,20,10,70,0,0,0,0
1,0,0,0,0,21,9,70,0,0,0,0
1,0,0,0,0,22,8,70,0,0,0,0
1,0,0,0,0,23,7,70,0,0,0,0
1,0,0,0,0,24,6,70,0,0,0,0
1,0,0,0,0,25,5,70,0,0,0,0
1,0,0,0,0,26,4,70,0,0,0,0
1,0,0,0,0,27,3,70,0,0,0,0
1,0,0,0,0,28,2,70,0,0,0,0
1,0,0,0,0,29,1,70,0,0,0,0
1,0,0,0,1,31,0,68,0,0,0,0
1,0,0,0,2,31,0,67,0,0,0,0
1,0,0,0,3,31,0,66,0,0,0,0
1,0,0,0,4,31,0,65,0,0,0,0
1,0,0,0,5,31,0,64,0,0,0,0
1,0,0,0,6,31,0,63,0,0,0,0
1,0,0,0,7,31,0,62,0,0,0,0
1,0,0,0,8,31,0,61,0,0,0,0
1,0,0,0,9,31,0,60,0,0,0,0
1,0,0,0,10,31,0,59,0,0,0,0
1,0,0,0,11,31,0,58,0,0,0,0
1,0,0,0,12,31,0,57,0,0,0,0
1,0,0,0,13,31,0,56,0,0,0,0
1,0,0,0,14,31,0,55,0,0,0,0
1,0,0,0,15,31,0,54,0,0,0,0
1,0,0,0,16,31,0,53,0,0,0,0
1,0,0,0,17,31,0,52,0,0,0,0
1,0,0,0,18,31,0,51,0,0,0,0
1,0,0,0,19,31,0,50,0,0,0,0
1,0,0,0,20,31,0,49,0,0,0,0
1,0,0,0,21,31,0,48,0,0,0,0
1,0,0,0,22,31,0,47,0,0,0,0
1,0,0,0,23,31,0,46,0,0,0,0
1,0,0,0,24,31,0,45,0,0,0,0
1,0,0,0,25,31,0,44,0,0,0,0
1,0,0,0,26,31,0,43,0,0,0,0
1,0,0,0,27,31,0,42,0,0,0,0
1,0,0,0,28,31,0,41,0,0,0,0
1,0,0,0,29,31,0,40,0,0,0,0
1,0,0,0,30,31,0,39,0,0,0,0
1,0,0,0,31,31,0,38,0,0,0,0
1,0,0,0,32,31,0,37,0,0,0,0
1,0,0,0,33,31,0,36,0,0,0,0
1,0,0,0,34,31,0,35,0,0,0,0
1,0,0,0,35,31,0,34,0,0,0,0
1,0,0,0,36,31,0,33,0,0,0,0
1,0,0,0,37,31,0,32,0,0,0,0
1,0,0,0,38,31,0,31,0,0,0,0
1,0,0,0,39,31,0,30,0,0,0,0
1,0,0,0,40,31,0,29,0,0,0,0
1,0,0,0,41,31,0,28,0,0,0,0
1,0,0,0,42,31,0,27,0,0,0,0
1,0,0,0,43,31,0,26,0,0,0,0
1,0,0,0,44,31,0,25,0,0,0,0
1,0,0,0,45,31,0,24,0,0,0,0
1,0,0,0,46,31,0,23,0,0,0,0
1,0,0,0,47,31,0,22,0,0,0,0
1,0,0,0,48,31,0,21,0,0,0,0
1,0,0,0,49,31,0,20,0,0,0,0
1,0,0,0,50,31,0,19,0,0,0,0
1,0,0,0,51,31,0,18,0,0,0,0
1,0,0,0,52,31,0,17,0,0,0,0
1,0,0,0,53,31,0,16,0,0,0,0
1,0,0,0,54,31,0,15,0,0,0,0
1,0,0,0,55,31,0,14,0,0,0,0
1,0,0,0,56,31,0,13,0,0,0,0
1,0,0,0,58,31,0,11,0,0,0,0
1,0,0,0,59,31,0,10,0,0,0,0
1,0,0,0,61,31,0,8,0,0,0,0
1,0,0,0,62,31,0,7,0,0,0,0
1,0,0,0,63,31,0,6,0,0,0,0
1,0,0,0,65,31,0,4,0,0,0,0
1,0,0,0,66,31,0,3,0,0,0,0
1,0,0,0,66,32,0,2,0,0,0,0
1,0,0,0,66,33,0,1,0,0,0,0
1,0,0,0,66,33,1,0,0,0,0,0
1,0,0,0,66,32,2,0,0,0,0,0
1,0,0,0,66,31,3,0,0,0,0,0
1,0,0,0,65,31,4,0,0,0,0,0
1,0,0,0,64,31,5,0,0,0,0,0
1,0,0,0,63,31,6,0,0,0,0,0
1,0,0,0,62,31,7,0,0,0,0,0
1,0,0,0,60,31,9,0,0,0,0,0
1,0,0,0,59,31,10,0,0,0,0,0
1,0,0,0,58,31,11,0,0,0,0,0
1,0,0,0,57,31,12,0,0,0,0,0
1,0,0,0,56,31,13,0,0,0,0,0
1,0,0,0,55,31,14,0,0,0,0,0
1,0,0,0,54,31,15,0,0,0,0,0
1,0,0,0,53,31,16,0,0,0,0,0
1,0,0,0,52,31,17,0,0,0,0,0
1,0,0,0,51,31,18,0,0,0,0,0
1,0,0,0,50,31,19,0,0,0,0,0
1,0,0,0,49,31,20,0,0,0,0,2
1,0,0,0,48,31,21,0,0,0,0,2
1,0,0,0,47,31,22,0,0,0,0,2
1,0,0,0,46,31,23,0,0,0,0,2
1,0,0,0,45,31,24,0,0,0,0,2
1,0,0,0,44,31,25,0,0,0,0,2
1,0,0,0,43,31,26,0,0,0,0,2
1,0,0,0,42,31,27,0,0,0,0,2
1,0,0,0,41,31,28,0,0,0,0,2
1,0,0,0,40,31,29,0,0,0,0,2
1,0,0,0,39,31,30,0,0,0,0,2
1,0,0,0,38,31,31,0,0,0,0,2
1,0,0,0,37,32,31,0,0,0,0,2
1,0,0,0,36,33,31,0,0,0,0,2
1,0,0,0,35,34,31,0,0,0,0,2
1,0,0,0,34,35,31,0,0,0,0,2
1,0,0,0,33,36,31,0,0,0,0,2
1,0,0,0,32,37,31,0,0,0,0,2
1,0,0,0,31,38,31,0,0,0,0,2
1,0,0,0,29,40,31,0,0,0,0,2
1,0,0,0,28,41,31,0,0,0,0,2
1,0,0,0,27,42,31,0,0,0,0,2
1,0,0,0,26,43,31,0,0,0,0,2
1,0,0,0,25,44,31,0,0,0,0,2
1,0,0,0,24,45,31,0,0,0,0,2
1,0,0,0,23,46,31,0,0,0,0,2
1,0,0,0,22,47,31,0,0,0,0,2
1,0,0,0,21,48,31,0,0,0,0,2
1,0,0,0,20,49,31,0,0,0,0,2
1,0,0,0,19,50,31,0,0,0,0,2
1,0,0,0,18,51,31,0,0,0,0,2
1,0,0,0,17,52,31,0,0,0,0,2
1,0,0,0,16,53,31,0,0,0,0,2
1,0,0,0,15,54,31,0,0,0,0,2
1,0,0,0,14,55,31,0,0,0,0,2
1,0,0,0,13,56,31,0,0,0,0,2
1,0,0,0,12,57,31,0,0,0,0,2
1,0,0,0,11,58,31,0,0,0,0,2
1,0,0,0,9,60,31,0,0,0,0,2
1,0,0,0,7,62,31,0,0,0,0,2
1,0,0,0,6,63,31,0,0,0,0,2
1,0,0,0,5,64,31,0,0,0,0,2
1,0,0,0,4,65,31,0,0,0,0,2
1,0,0,0,3,66,31,0,0,0,0,2
1,0,0,0,2,67,31,0,0,0,0,2
1,0,0,0,1,68,31,0,0,0,0,2
1,0,0,0,0,31,59,10,0,0,0,2
1,0,0,0,0,31,58,11,0,0,0,2
1,0,0,0,0,31,57,12,0,0,0,2
1,0,0,0,0,31,56,13,0,0,0,2
1,0,0,0,0,31,55,14,0,0,0,2
1,0,0,0,0,31,54,15,0,0,0,2
1,0,0,0,0,31,53,16,0,0,0,2
1,0,0,0,0,31,52,17,0,0,0,2
1,0,0,0,0,31,51,18,0,0,0,2
1,0,0,0,0,31,50,19,0,0,0,2
1,0,0,0,0,31,49,20,0,0,0,2
1,0,0,0,0,31,48,21,0,0,0,2
1,0,0,0,0,31,47,22,0,0,0,2
1,0,0,0,0,31,46,23,0,0,0,2
1,0,0,0,0,31,45,24,0,0,0,2
1,0,0,0,0,31,44,25,0,0,0,2
1,0,0,0,0,31,43,26,0,0,0,2
1,0,0,0,0,31,41,28,0,0,0,2
1,0,0,0,0,31,39,30,0,0,0,2
1,0,0,0,1,31,38,30,0,0,0,2
1,0,0,0,2,31,37,30,0,0,0,2
1,0,0,0,3,31,36,30,0,0,0,2
1,0,0,0,4,31,35,30,0,0,0,2
1,0,0,0,5,31,34,30,0,0,0,2
1,0,0,0,6,31,33,30,0,0,0,2
1,0,0,0,7,31,32,30,0,0,0,2
1,0,0,0,8,31,31,30,0,0,0,2
1,0,0,0,9,30,31,30,0,0,0,2
1,0,0,0,10,29,31,30,0,0,0,2
1,0,0,0,11,28,31,30,0,0,0,2
1,0,0,0,12,27,31,30,0,0,0,2
1,0,0,0,13,26,31,30,0,0,0,2
1,0,0,0,14,25,31,30,0,0,0,2
1,0,0,0,15,24,31,30,0,0,0,2
1,0,0,0,16,23,31,30,0,0,0,2
1,0,0,0,17,22,31,30,0,0,0,2
1,0,0,0,18,21,31,30,0,0,0,2
1,0,0,0,19,20,31,30,0,0,0,2
1,0,0,0,20,19,31,30,0,0,0,2
1,0,0,0,21,18,31,30,0,0,0,2
1,0,0,0,22,17,31,30,0,0,0,2
1,0,0,0,23,16,31,30,0,0,0,2
1,0,0,0,24,15,31,30,0,0,0,2
1,0,0,0,25,14,31,30,0,0,0,2
1,0,0,0,26,13,31,30,0,0,0,2
1,0,0,0,27,12,31,30,0,0,0,2
1,0,0,0,28,11,31,30,0,0,0,2
1,0,0,0,29,10,31,30,0,0,0,2
1,0,0,0,30,9,31,30,0,0,0,2
1,0,0,0,30,8,31,31,0,0,0,2
1,0,0,0,30,7,31,32,0,0,0,2
1,0,0,0,30,6,31,33,0,0,0,2
1,0,0,0,30,5,31,34,0,0,0,2
1,0,0,0,30,4,31,35,0,0,0,0
1,0,0,0,30,3,31,36,0,0,0,0
1,0,0,0,30,2,31,37,0,0,0,0
1,0,0,0,30,1,31,38,0,0,0,0
1,0,0,0,30,0,31,39,0,0,0,0
1,0,0,0,30,0,30,40,0,0,0,0
1,0,0,0,30,0,29,41,0,0,0,0
1,0,0,0,30,0,28,42,0,0,0,0
1,0,0,0,30,0,27,43,0,0,0,0
1,0,0,0,30,0,26,44,0,0,0,0
1,0,0,0,30,0,25,45,0,0,0,0
1,0,0,0,30,0,24,46,0,0,0,0
1,0,0,0,30,0,23,47,0,0,0,0
1,0,0,0,30,0,22,48,0,0,0,0
1,0,0,0,30,0,21,49,0,0,0,0
1,0,0,0,30,0,20,50,0,0,0,0
1,0,0,0,30,0,19,51,0,0,0,0
1,0,0,0,30,0,18,52,0,0,0,0
1,0,0,0,30,0,17,53,0,0,0,0
1,0,0,0,30,0,16,54,0,0,0,0
1,0,0,0,30,0,15,55,0,0,0,0
1,0,0,0,30,0,14,56,0,0,0,0
1,0,0,0,30,0,13,57,0,0,0,0
1,0,0,0,30,0,12,58,0,0,0,0
1,0,0,0,30,0,11,59,0,0,0,0
1,0,0,0,30,0,9,61,0,0,0,0
1,0,0,0,30,0,8,62,0,0,0,0
1,0,0,0,30,0,7,63,0,0,0,0
1,0,0,0,30,0,6,64,0,0,0,0
1,0,0,0,30,0,5,65,0,0,0,0
1,0,0,0,30,0,4,66,0,0,0,0
1,0,0,0,30,0,3,67,0,0,0,0
1,0,0,0,30,0,2,68,0,0,0,0
1,0,0,0,30,0,1,69,0,0,0,0
1,0,0,0,29,0,9,62,0,0,0,0
1,0,0,0,28,0,10,62,0,0,0,0
1,0,0,0,27,0,11,62,0,0,0,0
1,0,0,0,26,0,12,62,0,0,0,0
1,0,0,0,25,0,13,62,0,0,0,0
1,0,0,0,24,0,14,62,0,0,0,0
1,0,0,0,23,0,15,62,0,0,0,0
1,0,0,0,22,0,16,62,0,0,0,0
1,0,0,0,21,0,17,62,0,0,0,0
1,0,0,0,20,0,18,62,0,0,0,0
1,0,0,0,19,0,19,62,0,0,0,0
1,0,0,0,18,0,20,62,0,0,0,0
1,0,0,0,17,0,21,62,0,0,0,0
1,0,0,0,16,0,22,62,0,0,0,0
1,0,0,0,15,0,23,62,0,0,0,0
1,0,0,0,14,0,24,62,0,0,0,0
1,0,0,0,13,0,25,62,0,0,0,0
1,0,0,0,12,0,26,62,0,0,0,0
1,0,0,0,11,0,27,62,0,0,0,0
1,0,0,0,10,0,28,62,0,0,0,0
1,0,0,0,9,0,29,62,0,0,0,0
1,0,0,0,8,0,30,62,0,0,0,0
1,0,0,0,7,0,31,62,0,0,0,0
1,0,0,0,6,0,32,62,0,0,0,0
1,0,0,0,5,0,33,62,0,0,0,0
1,0,0,0,4,0,34,62,0,0,0,0
1,0,0,0,3,0,35,62,0,0,0,0
1,0,0,0,2,0,36,62,0,0,0,0
1,0,0,0,1,30,60,9,0,0,0,2
1,0,0,0,2,30,60,8,0,0,0,2
1,0,0,0,3,30,60,7,0,0,0,2
1,0,0,0,4,30,60,6,0,0,0,2
1,0,0,0,5,30,60,5,0,0,0,2
1,0,0,0,6,30,60,4,0,0,0,2
1,0,0,0,7,30,60,3,0,0,0,2
1,0,0,0,8,30,60,2,0,0,0,2
1,0,0,0,9,30,60,1,0,0,0,2
1,0,0,0,10,30,60,0,0,0,0,2
1,0,0,0,11,30,59,0,0,0,0,2
1,0,0,0,12,30,58,0,0,0,0,2
1,0,0,0,13,30,57,0,0,0,0,2
1,0,0,0,14,30,56,0,0,0,0,2
1,0,0,0,15,30,55,0,0,0,0,2
1,0,0,0,16,30,54,0,0,0,0,2
1,0,0,0,17,30,53,0,0,0,0,2
1,0,0,0,18,30,52,0,0,0,0,2
1,0,0,0,19,30,51,0,0,0,0,2
1,0,0,0,20,30,50,0,0,0,0,2
1,0,0,0,21,30,49,0,0,0,0,2
1,0,0,0,22,30,48,0,0,0,0,2
1,0,0,0,23,30,47,0,0,0,0,2
1,0,0,0,24,30,46,0,0,0,0,2
1,0,0,0,25,30,45,0,0,0,0,2
1,0,0,0,26,30,44,0,0,0,0,2
1,0,0,0,27,30,43,0,0,0,0,2
1,0,0,0,28,30,42,0,0,0,0,2
1,0,0,0,29,30,41,0,0,0,0,2
1,0,0,0,30,30,40,0,0,0,0,2
1,0,0,0,31,30,39,0,0,0,0,2
1,0,0,1,31,30,38,0,0,0,0,2
1,0,0,2,31,30,37,0,0,0,0,2
1,0,0,3,31,30,36,0,0,0,0,2
1,0,0,4,31,30,35,0,0,0,0,2
1,0,0,5,31,30,34,0,0,0,0,2
1,0,0,6,31,30,33,0,0,0,0,2
1,0,0,7,31,30,32,0,0,0,0,2
