,0,1,2,3,4,5,6,7,8,9,
1,0,0,0,0,0,29,0,12,59,0,1
1,0,0,0,0,0,28,0,13,59,0,1
1,0,0,0,0,0,27,0,14,59,0,1
1,0,0,0,0,0,26,0,15,59,0,1
1,0,0,0,0,0,25,0,16,59,0,1
1,0,0,0,0,0,24,0,17,59,0,1
1,0,0,0,0,0,23,0,18,59,0,1
1,0,0,0,0,0,22,0,19,59,0,1
1,0,0,0,0,0,21,0,20,59,0,1
1,0,0,0,0,0,20,0,21,59,0,1
1,0,0,0,0,0,19,0,22,59,0,1
1,0,0,0,0,0,18,0,23,59,0,1
1,0,0,0,0,0,17,0,24,59,0,1
1,0,0,0,0,0,16,0,25,59,0,1
1,0,0,0,0,0,15,0,26,59,0,1
1,0,0,0,0,0,14,0,27,59,0,1
1,0,0,0,0,0,13,0,28,59,0,1
1,0,0,0,0,0,12,0,29,59,0,1
1,0,0,0,0,0,11,0,30,59,0,1
1,0,0,0,0,0,10,0,31,59,0,1
1,0,0,0,0,0,9,0,32,59,0,1
1,0,0,0,0,0,8,0,33,59,0,1
1,0,0,0,0,0,7,0,34,59,0,1
1,0,0,0,0,0,6,0,35,59,0,1
1,0,0,0,0,0,5,0,36,59,0,1
1,0,0,0,0,0,4,0,37,59,0,1
1,0,0,0,0,0,3,0,38,59,0,1
1,0,0,0,0,0,2,0,39,59,0,1
1,0,0,0,0,0,1,0,40,59,0,1
1,0,0,0,0,0,0,1,60,39,0,0
1,0,0,0,0,0,0,2,60,38,0,0
1,0,0,0,0,0,0,3,60,37,0,0
1,0,0,0,0,0,0,4,60,36,0,0
1,0,0,0,0,0,0,5,60,35,0,0
1,0,0,0,0,0,0,6,60,34,0,0
1,0,0,0,0,0,0,7,60,33,0,0
1,0,0,0,0,0,0,8,60,32,0,0
1,0,0,0,0,0,0,9,60,31,0,0
1,0,0,0,0,0,0,10,60,30,0,0
1,0,0,0,0,0,0,11,60,29,0,0
1,0,0,0,0,0,0,12,60,28,0,0
1,0,0,0,0,0,0,13,60,27,0,0
1,0,0,0,0,0,0,14,60,26,0,0
1,0,0,0,0,0,0,15,60,25,0,0
1,0,0,0,0,0,0,16,60,24,0,0
1,0,0,0,0,0,0,17,60,23,0,0
1,0,0,0,0,0,0,18,60,22,0,0
1,0,0,0,0,0,0,19,60,21,0,0
1,0,0,0,0,0,0,20,60,20,0,0
1,0,0,0,0,0,0,21,60,19,0,0
1,0,0,0,0,0,0,22,60,18,0,0
1,0,0,0,0,0,0,23,60,17,0,0
1,0,0,0,0,0,0,24,60,16,0,0
1,0,0,0,0,0,0,25,60,15,0,0
1,0,0,0,0,0,0,26,60,14,0,0
1,0,0,0,0,0,0,27,60,13,0,0
1,0,0,0,0,0,0,28,60,12,0,0
1,0,0,0,0,0,0,29,60,11,0,0
1,0,0,0,0,0,0,30,60,10,0,0
1,0,0,0,0,0,0,31,60,9,0,0
1,0,0,0,0,0,0,32,60,8,0,0
1,0,0,0,0,0,0,33,60,7,0,0
1,0,0,0,0,0,0,34,60,6,0,0
1,0,0,0,0,0,0,35,60,5,0,0
1,0,0,0,0,0,0,36,60,4,0,0
1,0,0,0,0,0,0,37,60,3,0,0
1,0,0,0,0,0,0,38,60,2,0,0
1,0,0,0,0,0,0,39,60,1,0,0
1,0,0,0,0,0,0,40,60,0,0,0
1,0,0,0,0,0,0,41,59,0,0,0
1,0,0,0,0,0,0,42,58,0,0,0
1,0,0,0,0,0,0,43,57,0,0,0
1,0,0,0,0,0,0,44,56,0,0,0
1,0,0,0,0,0,0,45,55,0,0,0
1,0,0,0,0,0,0,46,54,0,0,0
1,0,0,0,0,0,0,47,53,0,0,0
1,0,0,0,0,0,0,48,52,0,0,0
1,0,0,0,0,0,0,49,51,0,0,0
1,0,0,0,0,0,0,50,50,0,0,0
1,0,0,0,0,0,0,51,49,0,0,0
1,0,0,0,0,0,0,52,48,0,0,0
1,0,0,0,0,0,0,53,47,0,0,0
1,0,0,0,0,0,0,54,46,0,0,0
1,0,0,0,0,0,0,55,45,0,0,0
1,0,0,0,0,0,0,56,44,0,0,0
1,0,0,0,0,0,0,57,43,0,0,0
1,0,0,0,0,0,0,58,42,0,0,0
1,0,0,0,0,0,0,59,41,0,0,0
1,0,0,0,0,0,0,60,40,0,0,0
1,0,0,0,0,0,0,61,39,0,0,0
1,0,0,0,0,0,0,62,38,0,0,0
1,0,0,0,0,0,0,63,37,0,0,0
1,0,0,0,0,0,0,64,36,0,0,0
1,0,0,0,0,0,0,65,35,0,0,0
1,0,0,0,0,0,0,66,34,0,0,0
1,0,0,0,0,0,0,67,33,0,0,0
1,0,0,0,0,0,0,68,32,0,0,0
1,0,0,0,0,0,0,69,31,0,0,0
1,0,0,0,0,0,0,70,30,0,0,0
1,0,0,0,0,0,0,71,29,0,0,0
1,0,0,0,0,0,0,72,28,0,0,0
1,0,0,0,0,0,0,73,27,0,0,0
1,0,0,0,0,0,0,74,26,0,0,0
1,0,0,0,0,0,0,75,25,0,0,0
1,0,0,0,0,0,0,76,24,0,0,0
1,0,0,0,0,0,0,77,23,0,0,0
1,0,0,0,0,0,0,78,22,0,0,0
1,0,0,0,0,0,0,79,21,0,0,0
1,0,0,0,0,0,0,80,20,0,0,0
1,0,0,0,0,0,0,81,19,0,0,0
1,0,0,0,0,0,0,82,18,0,0,0
1,0,0,0,0,0,0,83,17,0,0,0
1,0,0,0,0,0,0,84,16,0,0,0
1,0,0,0,0,0,0,85,15,0,0,0
1,0,0,0,0,0,0,86,14,0,0,0
1,0,0,0,0,0,0,87,13,0,0,0
1,0,0,0,0,0,0,88,12,0,0,0
1,0,0,0,0,0,0,89,11,0,0,0
1,0,0,0,0,0,0,90,10,0,0,0
1,0,0,0,0,0,0,91,9,0,0,0
1,0,0,0,0,0,0,92,8,0,0,0
1,0,0,0,0,0,0,93,7,0,0,0
1,0,0,0,0,0,0,94,6,0,0,0
1,0,0,0,0,0,0,95,5,0,0,0
1,0,0,0,0,0,0,96,4,0,0,0
1,0,0,0,0,0,0,97,3,0,0,0
1,0,0,0,0,0,0,98,2,0,0,0
1,0,0,0,0,0,0,99,1,0,0,0
1,0,0,0,0,0,0,100,0,0,0,0
1,0,0,0,1,0,0,99,0,0,0,0
1,0,0,0,2,0,0,98,0,0,0,0
1,0,0,0,3,0,0,97,0,0,0,0
1,0,0,0,4,0,0,96,0,0,0,0
1,0,0,0,5,0,0,95,0,0,0,0
1,0,0,0,6,0,0,94,0,0,0,0
1,0,0,0,7,0,0,93,0,0,0,0
1,0,0,0,8,0,0,92,0,0,0,0
1,0,0,0,9,0,0,91,0,0,0,0
1,0,0,0,10,0,0,90,0,0,0,0
1,0,0,0,11,0,0,89,0,0,0,0
1,0,0,0,12,0,0,88,0,0,0,0
1,0,0,0,13,0,0,87,0,0,0,0
1,0,0,0,14,0,0,86,0,0,0,0
1,0,0,0,15,0,0,85,0,0,0,0
1,0,0,0,16,0,0,84,0,0,0,0
1,0,0,0,17,0,0,83,0,0,0,0
1,0,0,0,18,0,0,82,0,0,0,0
1,0,0,0,19,0,0,81,0,0,0,0
1,0,0,0,20,0,0,80,0,0,0,0
1,0,0,0,21,0,0,79,0,0,0,0
1,0,0,0,22,0,0,78,0,0,0,0
1,0,0,0,23,0,0,77,0,0,0,0
1,0,0,0,24,0,0,76,0,0,0,0
1,0,0,0,25,0,0,75,0,0,0,0
1,0,0,0,26,0,0,74,0,0,0,0
1,0,0,0,27,0,0,73,0,0,0,0
1,0,0,0,28,0,0,72,0,0,0,0
1,0,0,0,29,0,0,71,0,0,0,0
1,0,0,0,30,0,0,70,0,0,0,0
1,0,0,0,31,0,0,69,0,0,0,0
1,0,0,0,32,0,0,68,0,0,0,0
1,0,0,0,33,0,0,67,0,0,0,0
1,0,0,0,34,0,0,66,0,0,0,0
1,0,0,0,35,0,0,65,0,0,0,0
1,0,0,0,36,0,0,64,0,0,0,0
1,0,0,0,37,0,0,63,0,0,0,0
1,0,0,0,38,0,0,62,0,0,0,0
1,0,0,0,39,0,0,61,0,0,0,0
1,0,0,0,40,0,0,60,0,0,0,0
1,0,0,0,41,0,0,59,0,0,0,0
1,0,0,0,42,0,0,58,0,0,0,0
1,0,0,0,43,0,0,57,0,0,0,0
1,0,0,0,44,0,0,56,0,0,0,0
1,0,0,0,45,0,0,55,0,0,0,0
1,0,0,0,46,0,0,54,0,0,0,0
1,0,0,0,47,0,0,53,0,0,0,0
1,0,0,0,48,0,0,52,0,0,0,0
1,0,0,0,49,0,0,51,0,0,0,0
1,0,0,0,50,0,0,50,0,0,0,0
1,0,0,0,51,0,0,49,0,0,0,0
1,0,0,0,52,0,0,48,0,0,0,0
1,0,0,0,53,0,0,47,0,0,0,0
1,0,0,0,54,0,0,46,0,0,0,0
1,0,0,0,55,0,0,45,0,0,0,0
1,0,0,0,56,0,0,44,0,0,0,0
1,0,0,0,57,0,0,43,0,0,0,0
1,0,0,0,58,0,0,42,0,0,0,0
1,0,0,0,59,0,0,41,0,0,0,0
1,0,0,0,60,0,0,40,0,0,0,0
1,0,0,0,60,1,0,39,0,0,0,0
1,0,0,0,60,2,0,38,0,0,0,0
1,0,0,0,60,3,0,37,0,0,0,0
1,0,0,0,60,4,0,36,0,0,0,0
1,0,0,0,60,5,0,35,0,0,0,0
1,0,0,0,60,6,0,34,0,0,0,0
1,0,0,0,60,7,0,33,0,0,0,0
1,0,0,0,60,8,0,32,0,0,0,0
1,0,0,0,60,9,0,31,0,0,0,0
1,0,0,0,60,10,0,30,0,0,0,0
1,0,0,0,60,11,0,29,0,0,0,0
1,0,0,0,60,12,0,28,0,0,0,0
1,0,0,0,60,13,0,27,0,0,0,0
1,0,0,0,60,14,0,26,0,0,0,0
1,0,0,0,60,15,0,25,0,0,0,0
1,0,0,0,60,16,0,24,0,0,0,0
1,0,0,0,60,17,0,23,0,0,0,0
1,0,0,0,60,18,0,22,0,0,0,0
1,0,0,0,60,19,0,21,0,0,0,0
1,0,0,0,60,20,0,20,0,0,0,0
1,0,0,0,60,21,0,19,0,0,0,0
1,0,0,0,60,22,0,18,0,0,0,0
1,0,0,0,60,23,0,17,0,0,0,0
1,0,0,0,60,24,0,16,0,0,0,0
1,0,0,0,60,25,0,15,0,0,0,0
1,0,0,0,60,26,0,14,0,0,0,0
1,0,0,0,60,27,0,13,0,0,0,0
1,0,0,0,60,28,0,12,0,0,0,0
1,0,0,0,60,29,0,11,0,0,0,0
1,0,0,0,60,30,0,10,0,0,0,0
1,0,0,0,60,31,0,9,0,0,0,0
1,0,0,0,60,32,0,8,0,0,0,0
1,0,0,0,60,33,0,7,0,0,0,0
1,0,0,0,60,34,0,6,0,0,0,0
1,0,0,0,60,35,0,5,0,0,0,0
1,0,0,0,60,36,0,4,0,0,0,0
1,0,0,0,60,37,0,3,0,0,0,0
1,0,0,0,60,38,0,2,0,0,0,0
1,0,0,0,60,39,0,1,0,0,0,0
1,0,0,0,40,59,1,0,0,0,0,2
1,0,0,0,39,59,2,0,0,0,0,2
1,0,0,0,38,59,3,0,0,0,0,2
1,0,0,0,37,59,4,0,0,0,0,2
1,0,0,0,36,59,5,0,0,0,0,2
1,0,0,0,35,59,6,0,0,0,0,2
1,0,0,0,34,59,7,0,0,0,0,2
1,0,0,0,33,59,8,0,0,0,0,2
1,0,0,0,32,59,9,0,0,0,0,2
1,0,0,0,31,59,10,0,0,0,0,2
1,0,0,0,30,59,11,0,0,0,0,2
1,0,0,0,29,59,12,0,0,0,0,2
1,0,0,0,28,59,13,0,0,0,0,2
1,0,0,0,27,59,14,0,0,0,0,2
1,0,0,0,26,59,15,0,0,0,0,2
1,0,0,0,25,59,16,0,0,0,0,2
1,0,0,0,24,59,17,0,0,0,0,2
1,0,0,0,23,59,18,0,0,0,0,2
1,0,0,0,22,59,19,0,0,0,0,2
1,0,0,0,21,59,20,0,0,0,0,2
1,0,0,0,20,59,21,0,0,0,0,2
1,0,0,0,19,59,22,0,0,0,0,2
1,0,0,0,18,59,23,0,0,0,0,2
1,0,0,0,17,59,24,0,0,0,0,2
1,0,0,0,16,59,25,0,0,0,0,2
1,0,0,0,15,59,26,0,0,0,0,2
1,0,0,0,14,59,27,0,0,0,0,2
1,0,0,0,13,59,28,0,0,0,0,2
1,0,0,0,12,59,29,0,0,0,0,2
1,0,0,0,11,59,30,0,0,0,0,2
1,0,0,0,10,59,31,0,0,0,0,2
1,0,0,0,9,59,32,0,0,0,0,2
1,0,0,0,8,59,33,0,0,0,0,2
1,0,0,0,7,59,34,0,0,0,0,2
1,0,0,0,6,59,35,0,0,0,0,2
1,0,0,0,5,59,36,0,0,0,0,2
1,0,0,0,4,59,37,0,0,0,0,2
1,0,0,0,3,59,38,0,0,0,0,2
1,0,0,0,2,59,39,0,0,0,0,2
1,0,0,0,1,59,40,0,0,0,0,2
1,0,0,0,0,59,41,0,0,0,0,2
1,0,0,0,0,58,42,0,0,0,0,2
1,0,0,0,0,57,43,0,0,0,0,2
1,0,0,0,0,56,44,0,0,0,0,2
1,0,0,0,0,55,45,0,0,0,0,2
1,0,0,0,0,54,46,0,0,0,0,2
1,0,0,0,0,53,47,0,0,0,0,2
1,0,0,0,0,52,48,0,0,0,0,2
1,0,0,0,0,51,49,0,0,0,0,2
1,0,0,0,0,50,50,0,0,0,0,2
1,0,0,0,0,49,51,0,0,0,0,2
1,0,0,0,0,48,52,0,0,0,0,2
1,0,0,0,0,47,53,0,0,0,0,2
1,0,0,0,0,46,54,0,0,0,0,2
1,0,0,0,0,45,55,0,0,0,0,2
1,0,0,0,0,44,56,0,0,0,0,2
1,0,0,0,0,43,57,0,0,0,0,2
1,0,0,0,0,42,58,0,0,0,0,2
1,0,0,0,0,41,59,0,0,0,0,2
1,0,0,0,0,40,60,0,0,0,0,2
1,0,0,0,0,60,40,0,0,0,0,2
1,0,0,0,0,60,39,0,1,0,0,2
1,0,0,0,0,60,38,0,2,0,0,2
1,0,0,0,0,60,37,0,3,0,0,2
1,0,0,0,0,60,36,0,4,0,0,2
1,0,0,0,0,60,35,0,5,0,0,2
1,0,0,0,0,60,34,0,6,0,0,2
1,0,0,0,0,60,33,0,7,0,0,2
1,0,0,0,0,60,32,0,8,0,0,2
1,0,0,0,0,60,31,0,9,0,0,2
1,0,0,0,0,60,30,0,10,0,0,2
1,0,0,0,0,60,29,0,11,0,0,2
1,0,0,0,0,60,28,0,12,0,0,2
1,0,0,0,0,60,27,0,13,0,0,2
1,0,0,0,0,60,26,0,14,0,0,2
1,0,0,0,0,60,25,0,15,0,0,2
1,0,0,0,0,60,24,0,16,0,0,2
1,0,0,0,0,60,23,0,17,0,0,2
1,0,0,0,0,60,22,0,18,0,0,2
1,0,0,0,0,60,21,0,19,0,0,2
1,0,0,0,0,60,20,0,20,0,0,2
1,0,0,0,0,60,19,0,21,0,0,2
1,0,0,0,0,60,18,0,22,0,0,2
1,0,0,0,0,60,17,0,23,0,0,2
1,0,0,0,0,60,16,0,24,0,0,2
1,0,0,0,0,60,15,0,25,0,0,2
1,0,0,0,0,60,14,0,26,0,0,2
1,0,0,0,0,60,13,0,27,0,0,2
1,0,0,0,0,60,12,0,28,0,0,2
1,0,0,0,0,60,11,0,29,0,0,2
1,0,0,0,0,60,10,0,30,0,0,2
1,0,0,0,0,60,9,0,31,0,0,2
1,0,0,0,0,60,8,0,32,0,0,2
1,0,0,0,0,60,7,0,33,0,0,2
1,0,0,0,0,60,6,0,34,0,0,2
1,0,0,0,0,60,5,0,35,0,0,2
1,0,0,0,0,60,4,0,36,0,0,2
1,0,0,0,0,60,3,0,37,0,0,2
1,0,0,0,0,60,2,0,38,0,0,2
1,0,0,0,0,60,1,0,39,0,0,2
1,0,0,0,0,0,0,0,39,61,0,1
1,0,0,0,0,0,0,0,38,62,0,1
1,0,0,0,0,0,0,0,37,63,0,1
1,0,0,0,0,0,0,0,36,64,0,1
1,0,0,0,0,0,0,0,35,65,0,1
1,0,0,0,0,0,0,0,34,66,0,1
